Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments,Revenue,Profit,ROI_%,High_ROI
Spring ,2023-03-14,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1211.8000000000002,0.0134,16.238120000000002,1.3455,21.84839046,5,129.696,39.0,13.0,6.0,129.696,107.84760954,493.61809849310055,0
Spring ,2023-03-15,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,962.2,0.0153,14.72166,0.3795,5.58686997,6,115.58399999999999,9.0,6.0,1.5,115.58399999999999,109.99713003,1968.8507271630663,1
Spring ,2023-03-16,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1254.0,0.019000000000000003,23.826000000000004,0.7819999999999999,18.631932000000003,2,21.12,29.0,17.0,7.5,21.12,2.4880679999999984,13.353784245240902,0
Spring ,2023-03-17,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1261.4,0.016399999999999998,20.68696,0.253,5.2338008799999995,2,68.544,43.0,4.0,3.0,68.544,63.31019912,1209.6409582933925,1
Spring ,2023-03-18,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1591.4,0.017099999999999997,27.212939999999996,1.0694999999999997,29.104239329999988,1,24.96,36.0,3.0,6.0,24.96,-4.144239329999987,-14.23929786657643,0
Spring ,2023-03-19,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,823.8000000000001,0.0131,10.791780000000001,1.1844999999999997,12.782863409999997,1,61.824,16.0,7.0,3.0,61.824,49.04113659,383.64750539096946,0
Spring ,2023-03-20,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1318.4,0.012100000000000001,15.952640000000002,0.9775,15.593705600000003,3,26.880000000000003,22.0,17.0,3.0,26.880000000000003,11.2862944,72.37724431580904,0
Spring ,2023-03-21,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1669.6000000000001,0.012100000000000001,20.202160000000003,0.3335,6.7374203600000016,5,15.36,20.0,18.0,12.0,15.36,8.622579639999998,127.9804313709171,0
Spring ,2023-03-22,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1417.0,0.0177,25.0809,1.3915,34.90007235,3,23.040000000000003,28.0,17.0,10.5,23.040000000000003,-11.86007235,-33.982944880628594,0
Spring ,2023-03-23,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1290.4,0.0131,16.90424,0.1035,1.7495888400000001,2,58.464000000000006,20.0,2.0,3.0,58.464000000000006,56.714411160000004,3241.5851006457037,1
Spring ,2023-03-24,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1336.6000000000001,0.010600000000000002,14.167960000000004,0.16099999999999998,2.2810415600000002,5,49.92,49.0,2.0,3.0,49.92,47.63895844,2088.473935564769,1
Spring ,2023-03-25,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1315.6000000000001,0.014100000000000003,18.549960000000006,1.4719999999999998,27.305541120000004,2,46.080000000000005,19.0,12.0,1.5,46.080000000000005,18.77445888,68.75695595077809,0
Spring ,2023-03-26,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1479.0,0.018900000000000004,27.953100000000006,0.9774999999999999,27.324155250000004,2,13.440000000000001,23.0,21.0,1.5,13.440000000000001,-13.884155250000003,-50.812752024602844,0
Spring ,2023-03-27,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1472.2,0.0198,29.149560000000005,0.32199999999999995,9.38615832,4,24.96,59.0,12.0,3.0,24.96,15.573841680000001,165.92349232822232,0
Spring ,2023-03-28,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1356.0,0.0114,15.458400000000001,1.2534999999999998,19.3771044,1,35.52,33.0,1.0,10.5,35.52,16.142895600000003,83.30912228557742,0
Spring ,2023-03-29,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,904.0,0.012799999999999999,11.5712,1.3224999999999998,15.302911999999997,5,10.56,22.0,18.0,7.5,10.56,-4.742911999999997,-30.99352593806981,0
Spring ,2023-03-30,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1424.2,0.0162,23.07204,0.667,15.389050680000002,3,52.416,34.0,4.0,3.0,52.416,37.02694931999999,240.6058053218393,0
Spring ,2023-03-31,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1372.8000000000002,0.010200000000000002,14.002560000000006,0.046000000000000006,0.6441177600000003,1,56.448,49.0,2.0,6.0,56.448,55.80388224,8663.614901722314,1
Spring ,2023-04-01,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,807.0,0.011800000000000001,9.5226,0.4715,4.4899059,0,43.007999999999996,60.0,13.0,10.5,43.007999999999996,38.5180941,857.881990355299,0
Spring ,2023-04-02,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1011.4000000000001,0.018800000000000004,19.014320000000005,0.184,3.498634880000001,0,59.135999999999996,50.0,14.0,4.5,59.135999999999996,55.63736512,1590.25925906278,1
Spring ,2023-04-03,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1605.0,0.015700000000000002,25.198500000000003,0.8739999999999998,22.023488999999998,3,57.791999999999994,8.0,3.0,1.5,57.791999999999994,35.768511,162.4107379171393,0
Spring ,2023-04-04,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1111.0,0.019,21.108999999999998,0.7244999999999999,15.293470499999996,5,23.040000000000003,15.0,16.0,3.0,23.040000000000003,7.7465295000000065,50.65252847612325,0
Spring ,2023-04-05,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1035.8000000000002,0.013600000000000001,14.086880000000004,0.8969999999999999,12.635931360000002,5,16.32,46.0,13.0,6.0,16.32,3.684068639999998,29.155497406880475,0
Spring ,2023-04-06,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,957.2,0.011700000000000002,11.199240000000003,0.8395,9.401761980000003,3,57.599999999999994,37.0,1.0,7.5,57.599999999999994,48.19823801999999,512.6511192532868,0
Spring ,2023-04-07,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1057.8,0.0174,18.40572,1.2189999999999996,22.43657267999999,3,35.52,60.0,7.0,4.5,35.52,13.083427320000013,58.31294960509993,0
Spring ,2023-04-08,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1459.6000000000001,0.0165,24.083400000000005,0.08049999999999997,1.9387136999999997,3,23.040000000000003,20.0,5.0,9.0,23.040000000000003,21.1012863,1088.4168353480973,1
Spring ,2023-04-09,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1062.2,0.0123,13.06506,0.575,7.5124094999999995,4,43.68,48.0,11.0,9.0,43.68,36.1675905,481.4379527633578,0
Spring ,2023-04-10,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1137.4,0.015000000000000001,17.061000000000003,0.31049999999999994,5.2974405,5,1.92,22.0,12.0,0.0,1.92,-3.3774405000000005,-63.75608182857363,0
Spring ,2023-04-11,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1158.0,0.013000000000000003,15.054000000000004,0.4254999999999999,6.405476999999999,2,45.023999999999994,49.0,2.0,6.0,45.023999999999994,38.618522999999996,602.8984726664385,0
Spring ,2023-04-12,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1227.2,0.0116,14.23552,0.345,4.9112544,5,22.080000000000002,13.0,3.0,0.0,22.080000000000002,17.1687456,349.5796430337635,0
Spring ,2023-04-13,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1416.2,0.017599999999999998,24.925119999999996,1.0234999999999999,25.510860319999992,3,38.4,55.0,2.0,9.0,38.4,12.889139680000007,50.52412783545047,0
Spring ,2023-04-14,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1042.0,0.0183,19.0686,0.6785,12.9380451,0,50.88,40.0,1.0,9.0,50.88,37.9419549,293.2587930150282,0
Spring ,2023-04-15,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,896.6,0.013699999999999999,12.28342,0.4944999999999999,6.0741511899999985,2,8.64,50.0,3.0,0.0,8.64,2.565848810000002,42.24209654550931,0
Spring ,2023-04-16,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1483.4,0.013399999999999999,19.87756,1.288,25.60229728,2,36.480000000000004,11.0,3.0,0.0,36.480000000000004,10.877702720000006,42.487213553673755,0
Spring ,2023-04-17,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,724.6,0.012000000000000004,8.695200000000003,1.4489999999999998,12.599344800000004,4,0.96,24.0,4.0,9.0,0.96,-11.639344800000003,-92.3805561698732,0
Spring ,2023-04-18,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,931.2,0.014700000000000003,13.688640000000003,0.6784999999999999,9.28774224,0,95.42399999999999,53.0,24.0,7.5,95.42399999999999,86.13625775999999,927.4186937384255,0
Spring ,2023-04-19,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,863.0,0.0119,10.2697,0.8625,8.857616250000001,0,51.74399999999999,25.0,1.0,9.0,51.74399999999999,42.88638374999999,484.17522886024767,0
Spring ,2023-04-20,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1147.0,0.015300000000000001,17.549100000000003,0.851,14.934284100000003,4,131.712,41.0,8.0,0.0,131.712,116.77771589999999,781.9438489187437,0
Spring ,2023-04-21,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1421.4,0.0177,25.158780000000004,0.1495,3.7612376100000002,1,144.48,32.0,9.0,10.5,144.48,140.71876239,3741.288825142849,1
Spring ,2023-04-22,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1060.0,0.018000000000000002,19.080000000000002,1.4260000000000002,27.208080000000006,4,210.33599999999998,61.0,2.0,4.5,210.33599999999998,183.12792,673.0644720244866,0
Spring ,2023-04-23,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,829.0,0.0157,13.015299999999998,1.4375,18.709493749999996,3,102.144,73.0,22.0,7.5,102.144,83.43450625000001,445.9474284278805,0
Spring ,2023-04-24,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,971.2,0.017800000000000003,17.287360000000003,0.43699999999999994,7.554576320000001,2,57.11999999999999,70.0,9.0,1.5,57.11999999999999,49.56542367999999,656.097993858112,0
Spring ,2023-04-25,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1084.6000000000001,0.0137,14.859020000000003,0.8395,12.474147290000003,2,56.64,27.0,23.0,3.0,56.64,44.165852709999996,354.0590926435981,0
Spring ,2023-04-26,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1448.2,0.018099999999999998,26.212419999999998,0.7589999999999999,19.895226779999994,2,47.03999999999999,82.0,4.0,7.5,47.03999999999999,27.144773219999998,136.43862178684853,0
Spring ,2023-04-27,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1066.8000000000002,0.017599999999999998,18.77568,1.541,28.933322880000002,4,53.088,74.0,16.0,9.0,53.088,24.15467712,83.4839372587128,0
Spring ,2023-04-28,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1753.0,0.015500000000000002,27.1715,1.012,27.497558,2,7.68,67.0,11.0,1.5,7.68,-19.817558000000002,-72.0702471106707,0
Spring ,2023-04-29,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1474.2,0.0154,22.70268,1.1844999999999999,26.89132446,3,33.6,70.0,3.0,3.0,33.6,6.7086755400000015,24.947360067663997,0
Spring ,2023-04-30,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,980.8000000000001,0.010300000000000002,10.102240000000002,1.104,11.152872960000003,0,55.776,28.0,0.0,6.0,55.776,44.62312704,400.1043246887301,0
Spring ,2023-05-01,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1495.6000000000001,0.012400000000000001,18.545440000000003,1.4375,26.659070000000003,4,42.336,66.0,5.0,9.0,42.336,15.676929999999995,58.80523964264317,0
Spring ,2023-05-02,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1519.4,0.013200000000000002,20.056080000000005,0.4945,9.917731560000002,3,43.68,70.0,5.0,4.5,43.68,33.76226844,340.42329373149516,0
Spring ,2023-05-03,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1335.4,0.014100000000000001,18.829140000000002,0.989,18.62201946,0,92.064,57.0,1.0,0.0,92.064,73.44198053999999,394.382471233869,0
Spring ,2023-05-04,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1128.8,0.013500000000000002,15.238800000000001,1.288,19.627574400000004,1,35.52,12.0,17.0,9.0,35.52,15.8924256,80.96989101210589,0
Spring ,2023-05-05,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,770.2,0.0157,12.09214,0.4255,5.14520557,1,32.64,50.0,20.0,10.5,32.64,27.49479443,534.3769856410228,0
Spring ,2023-05-06,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1307.6000000000001,0.015,19.614,0.9774999999999999,19.172684999999998,3,81.98400000000001,16.0,22.0,7.5,81.98400000000001,62.81131500000001,327.6083396769937,0
Spring ,2023-05-07,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,867.6,0.016600000000000004,14.402160000000004,1.6444999999999999,23.684352120000003,2,92.736,24.0,17.0,9.0,92.736,69.05164788,291.54965915951766,0
Spring ,2023-05-08,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1138.2,0.0143,16.27626,0.39099999999999996,6.364017659999999,2,183.456,58.0,7.0,3.0,183.456,177.09198234,2782.70727394556,1
Spring ,2023-05-09,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,837.8000000000001,0.014200000000000004,11.896760000000004,1.7479999999999998,20.795536480000003,5,18.240000000000002,42.0,9.0,7.5,18.240000000000002,-2.5555364800000007,-12.288870173932635,0
Spring ,2023-05-10,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,773.6,0.014400000000000001,11.139840000000001,0.8164999999999999,9.09567936,3,14.399999999999999,9.0,21.0,7.5,14.399999999999999,5.3043206399999985,58.316926422525064,0
Spring ,2023-05-11,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1337.2,0.013899999999999997,18.587079999999997,1.3225,24.581413299999994,3,42.24,61.0,1.0,4.5,42.24,17.658586700000008,71.83714981920917,0
Spring ,2023-05-12,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1588.2,0.014699999999999998,23.346539999999997,0.6094999999999999,14.229716129999996,3,50.88,48.0,3.0,6.0,50.88,36.65028387000001,257.5615952923442,0
Spring ,2023-05-13,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,870.6,0.0197,17.15082,0.3795,6.50873619,2,46.080000000000005,66.0,3.0,10.5,46.080000000000005,39.571263810000005,607.9715424754372,0
Spring ,2023-05-14,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,926.4000000000001,0.0179,16.58256,0.6785,11.25126696,4,2.8800000000000003,54.0,4.0,1.5,2.8800000000000003,-8.37126696,-74.40288271321934,0
Spring ,2023-05-15,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1438.6000000000001,0.011900000000000003,17.119340000000005,1.311,22.443454740000004,5,13.440000000000001,53.0,12.0,0.0,13.440000000000001,-9.003454740000002,-40.11617125929161,0
Spring ,2023-05-16,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1242.2,0.019700000000000002,24.471340000000005,1.449,35.45897166000001,3,3.84,79.0,7.0,1.5,3.84,-31.61897166000001,-89.17058273200922,0
Spring ,2023-05-17,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1567.6000000000001,0.0167,26.17892,0.44849999999999995,11.741245619999999,5,26.880000000000003,53.0,8.0,4.5,26.880000000000003,15.138754380000004,128.93652743464202,0
Spring ,2023-05-18,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1502.6000000000001,0.014600000000000004,21.937960000000007,1.4605000000000001,32.040390580000015,4,8.64,28.0,23.0,0.0,8.64,-23.400390580000014,-73.03403659069878,0
Spring ,2023-05-19,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1299.0,0.0135,17.5365,1.104,19.360296,4,52.8,76.0,2.0,3.0,52.8,33.43970399999999,172.7231029938798,0
Spring ,2023-05-20,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1495.4,0.0184,27.51536,0.6669999999999999,18.352745119999998,2,46.368,76.0,1.0,1.5,46.368,28.015254880000004,152.64885278371918,0
Spring ,2023-05-21,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1034.8,0.0134,13.86632,0.40249999999999997,5.581193799999999,2,12.48,54.0,16.0,1.5,12.48,6.898806200000001,123.60807467391656,0
Spring ,2023-05-22,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1395.8000000000002,0.0114,15.912120000000003,0.7935,12.626267220000003,0,169.344,54.0,4.0,7.5,169.344,156.71773278,1241.2039920377986,1
Spring ,2023-05-23,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,842.6,0.014700000000000001,12.386220000000002,1.196,14.813919120000001,2,85.34400000000001,45.0,9.0,12.0,85.34400000000001,70.53008088000001,476.1068310733426,0
Spring ,2023-05-24,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1593.0,0.0176,28.036800000000003,1.472,41.2701696,3,152.544,25.0,15.0,6.0,152.544,111.27383040000001,269.6229055477398,0
Spring ,2023-05-25,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1734.6000000000001,0.0169,29.31474,0.575,16.8559755,5,63.83999999999999,45.0,5.0,0.0,63.83999999999999,46.98402449999999,278.73809201965196,0
Spring ,2023-05-26,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1465.8000000000002,0.012000000000000004,17.589600000000008,0.8969999999999999,15.777871200000005,0,95.42399999999999,62.0,2.0,6.0,95.42399999999999,79.64612879999999,504.79641892373894,0
Spring ,2023-05-27,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1732.4,0.0179,31.00996,0.9429999999999998,29.242392279999994,2,122.30399999999997,61.0,1.0,1.5,122.30399999999997,93.06160771999998,318.24211517622115,0
Spring ,2023-05-28,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1104.8000000000002,0.0126,13.920480000000003,1.3455,18.730005840000004,2,179.424,30.0,2.0,7.5,179.424,160.69399416,857.9495144460667,0
Spring ,2023-05-29,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,786.0,0.017,13.362,0.9775,13.061355,3,28.799999999999997,57.0,2.0,9.0,28.799999999999997,15.738644999999996,120.49779674467156,0
Spring ,2023-05-30,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1082.0,0.014000000000000002,15.148000000000001,0.345,5.22606,0,167.328,23.0,16.0,6.0,167.328,162.10194,3101.800208952825,1
Spring ,2023-05-31,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,907.4000000000001,0.0189,17.14986,0.8969999999999999,15.383424419999999,4,69.216,50.0,18.0,9.0,69.216,53.83257558,349.93883097974094,0
Summer ,2023-06-01,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,505.0,0.014600000000000002,7.373000000000001,0.5175,3.8155275000000004,3,49.92,30.0,13.0,0.0,49.92,46.1044725,1208.3381000399027,1
Summer ,2023-06-02,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,587.9999999999999,0.013200000000000003,7.7616000000000005,0.7704999999999999,5.980312799999999,3,138.432,72.0,1.0,6.0,138.432,132.45168719999998,2214.795306359226,1
Summer ,2023-06-03,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,494.29999999999995,0.0172,8.501959999999999,0.8164999999999999,6.941850339999998,5,53.760000000000005,60.0,5.0,18.0,53.760000000000005,46.81814966000001,674.4332903610253,0
Summer ,2023-06-04,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,440.69999999999993,0.0126,5.552819999999999,0.9774999999999999,5.427881549999999,1,108.192,19.0,5.0,7.5,108.192,102.76411845,1893.2638360540498,1
Summer ,2023-06-05,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,723.1999999999998,0.012200000000000003,8.823039999999999,1.4375,12.683119999999999,4,9.6,29.0,1.0,0.0,9.6,-3.083119999999999,-24.308845142204753,0
Summer ,2023-06-06,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,950.5,0.010700000000000001,10.170350000000001,0.9199999999999999,9.356722,6,55.776,30.0,5.0,1.5,55.776,46.419278000000006,496.10620044071,0
Summer ,2023-06-07,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,848.8999999999999,0.0167,14.176629999999998,0.736,10.433999679999998,6,157.92,48.0,26.0,0.0,157.92,147.48600032,1413.513559931411,1
Summer ,2023-06-08,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,663.8,0.0166,11.019079999999999,1.4834999999999996,16.346805179999993,4,290.304,46.0,3.0,7.5,290.304,273.95719482,1675.906648445174,1
Summer ,2023-06-09,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,727.3,0.011800000000000001,8.58214,1.081,9.27729334,4,222.432,57.0,10.0,1.5,222.432,213.15470666,2297.5958487909575,1
Summer ,2023-06-10,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,588.0999999999999,0.0143,8.40983,1.4144999999999999,11.895704534999998,7,104.16,30.0,25.0,13.5,104.16,92.264295465,775.6101809147702,0
Summer ,2023-06-11,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,369.29999999999995,0.0138,5.09634,0.943,4.805848619999999,5,48.384,59.0,4.0,12.0,48.384,43.57815138,906.7732845068267,0
Summer ,2023-06-12,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,440.4,0.015300000000000001,6.73812,0.6554999999999999,4.41683766,2,144.48,37.0,27.0,12.0,144.48,140.06316234,3171.1186401177356,1
Summer ,2023-06-13,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,779.8,0.012700000000000003,9.903460000000003,1.5065,14.919562490000004,3,13.440000000000001,34.0,21.0,1.5,13.440000000000001,-1.4795624900000028,-9.916929474250304,0
Summer ,2023-06-14,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,504.5,0.015000000000000003,7.567500000000002,1.1384999999999998,8.61559875,1,73.24799999999999,42.0,9.0,9.0,73.24799999999999,64.63240124999999,750.1788688801226,0
Summer ,2023-06-15,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,476.0,0.0126,5.9976,0.207,1.2415032,4,41.279999999999994,23.0,22.0,3.0,41.279999999999994,40.0384968,3225.001498183815,1
Summer ,2023-06-16,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,232.29999999999995,0.0116,2.694679999999999,0.7014999999999999,1.8903180199999992,3,4.8,64.0,3.0,16.5,4.8,2.9096819800000007,153.92552730360165,0
Summer ,2023-06-17,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,555.0,0.0144,7.992,0.7474999999999999,5.974019999999999,5,181.43999999999997,73.0,22.0,1.5,181.43999999999997,175.46597999999997,2937.1508632378195,1
Summer ,2023-06-18,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,461.9,0.017,7.8523000000000005,1.15,9.030145,5,105.504,58.0,22.0,13.5,105.504,96.473855,1068.3533320893519,1
Summer ,2023-06-19,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,439.9,0.012300000000000002,5.41077,1.5294999999999999,8.275772715,3,2.8800000000000003,62.0,6.0,7.5,2.8800000000000003,-5.395772715,-65.19962426251817,0
Summer ,2023-06-20,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,1030.8999999999999,0.0166,17.11294,0.9315,15.940703609999998,4,85.34400000000001,34.0,19.0,7.5,85.34400000000001,69.40329639000001,435.3841466976502,0
Summer ,2023-06-21,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,406.4,0.015200000000000002,6.1772800000000005,0.7014999999999999,4.33336192,6,51.84,32.0,7.0,7.5,51.84,47.50663808,1096.2998004099322,1
Summer ,2023-06-22,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,562.2,0.0139,7.81458,0.7705,6.02113389,3,10.56,53.0,13.0,18.0,10.56,4.538866110000001,75.38224847546117,0
Summer ,2023-06-23,Birmingham,52.489471,-1.898575,Facebook,Desktop,Collection,242.7,0.012300000000000002,2.9852100000000004,0.598,1.78515558,1,3.84,67.0,10.0,12.0,3.84,2.05484442,115.10730174005337,0
